0.013124,0.20819,-0.0013513,0.074861,0.01584,0.1641,-0.016026,0.03173,0.031148,-0.058623
-0.048035,-0.082719,0.0067409,-0.12009,0.018264,-0.11852,-0.20986,-0.067565,0.14219,-0.022104
0.039407,0.079796,-0.03382,0.13801,-0.056534,0.012621,0.0127,0.096413,0.052848,-0.2296
0.023539,-0.0073048,-0.0090753,-0.093669,0.083843,-0.019492,-0.092494,-0.1018,0.018368,0.080036
-0.0391,-0.010709,-0.18991,0.037604,-0.18736,-0.13945,0.10337,0.0064478,0.033682,-0.023419
-0.12977,-0.065627,-0.019131,0.0044492,-0.16324,-0.017985,0.15817,-0.10361,0.16373,-0.16408
-0.13604,0.041954,-0.15295,-0.12491,-0.12699,-0.07023,-0.095098,-0.13922,-0.15903,0.086655
0.04552,-0.023926,0.14303,0.14483,0.06192,0.051355,0.087187,-0.042372,0.01677,-0.057144
-0.015768,-0.1032,-0.020445,-0.095854,0.083578,-0.083222,0.099347,0.18294,0.058277,-0.14925
0.092226,-0.098393,-0.025143,-0.020638,0.028435,-0.075706,-0.1117,0.013841,0.078637,0.14027
-0.17023,-0.15118,0.017788,-0.093948,-0.011407,0.026465,0.038338,0.060279,0.12382,0.14781
-0.017497,-0.15602,-0.11006,-0.17391,-0.046748,0.035896,-0.084622,0.17445,-0.31524,0.011619
-0.13401,-0.069928,-0.062238,0.1459,-0.00030273,0.040984,0.17206,-0.068451,0.10494,-0.13996
-0.12191,0.036862,-0.058641,-0.025195,-0.1269,0.04526,-0.0038867,-0.10344,0.013467,0.001422
-0.12037,-0.027264,0.044382,0.047293,0.023737,-0.15835,-0.0038535,-0.045347,-0.098797,-0.0060516
-0.069348,-0.085609,-0.047346,-0.13297,-0.10044,0.18475,-0.0081396,0.018612,0.19293,-0.15022
0.088878,0.12384,0.017266,-0.1238,0.043631,-0.024802,0.18736,-0.018576,0.033813,0.11712
-0.048465,-0.14723,0.043648,-0.16032,0.25463,0.052391,-0.11216,-0.020219,0.067896,-0.03959
-0.044782,0.0077096,0.12729,0.097352,-0.093452,-0.15127,-0.12442,0.059809,0.085109,0.073829
0.087932,0.077431,-0.13172,-0.16726,-0.0093189,-0.0068498,-0.029056,0.20711,-0.15338,0.020202
-0.017752,0.026191,-0.014239,0.024267,0.033599,0.0041294,0.067033,-0.054036,-0.15054,0.083938
0.030493,0.11014,0.19366,0.063367,0.088141,0.087337,-0.099391,-0.050234,0.085951,-0.04475
-0.10484,-0.0059659,0.051944,0.031101,-0.083993,0.0090434,-0.065075,0.078624,0.077287,-0.11454
0.1077,0.079563,0.0030482,-0.046057,-0.18072,0.0045633,-0.046981,-0.085966,0.059174,0.075527
0.085453,0.0053121,-0.020179,0.17322,-0.018213,-0.049356,-0.011366,0.10557,-0.031549,-0.1693
-0.10179,-0.05937,0.2801,0.14982,-0.1869,-0.11221,0.083714,0.06786,0.05675,-0.10659
-0.069566,0.14227,-0.036069,0.15802,-0.016134,-0.016015,-0.041354,-0.10132,0.011035,-0.015473
0.068689,-0.0051671,-0.077723,-0.021463,-0.055749,-0.078316,0.1314,0.0069737,0.074302,-0.075246
0.10416,0.0023213,-0.026082,0.10435,0.077925,-0.016326,-0.027119,-0.061103,-0.0064781,-0.017041
